Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_Other,VisitorType_Returning_Visitor,Avg_Time_Per_Page,TotalDuration
0,0.0,0,0.0,3,105.0,0.0,0.033333333,0.0,0.0,3,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,26.25,105.0
0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.8,2,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,5.0,15.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,1,1,9,3,0,0,0,1,0,0,0,0,0,0,0,0,1,26.0,156.0
4,64.6,0,0.0,32,1135.444444,0.002857143,0.00952381,0.0,0.0,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,32.43363362162162,1200.0444439999999
0,0.0,0,0.0,4,76.0,0.05,0.1,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,15.2,76.0
0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.2,2,6,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,12.6,63.0
1,6.0,1,0.0,45,1582.75,0.043478261,0.050821256,54.17976426,0.4,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,33.098958333333336,1588.75
0,0.0,0,0.0,2,35.0,0.0,0.1,0.0,0.0,1,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,11.666666666666666,35.0
0,0.0,0,0.0,3,78.0,0.0,0.066666667,0.0,0.0,1,2,6,6,1,0,0,1,0,0,0,0,0,0,0,0,1,19.5,78.0
0,0.0,0,0.0,8,209.5,0.0,0.025,0.0,0.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,23.27777777777778,209.5
0,0.0,0,0.0,10,183.6666667,0.04,0.08,0.0,0.0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16.6969697,183.6666667
0,0.0,0,0.0,14,380.5,0.014285714,0.028571429,0.0,0.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,25.366666666666667,380.5
0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,2,2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,39.36307277358491,2086.242857
0,0.0,0,0.0,8,388.0,0.025,0.05625,0.0,0.0,3,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,43.111111111111114,388.0
2,18.0,0,0.0,5,298.0,0.0,0.028571429,0.0,0.8,2,2,8,4,0,0,0,1,0,0,0,0,0,0,0,0,1,39.5,316.0
0,0.0,0,0.0,7,63.0,0.028571429,0.071428571,0.0,0.6,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,7.875,63.0
0,0.0,0,0.0,9,482.0,0.0,0.022222222,0.0,0.0,2,5,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,48.2,482.0
1,9.0,0,0.0,46,4084.393939,0.0,0.001794872,0.0,0.0,2,2,8,4,0,0,0,1,0,0,0,0,0,0,0,0,1,85.27904039583333,4093.393939
0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5.5,22.0
0,0.0,0,0.0,15,310.1666667,0.0,0.006666667,0.0,0.0,1,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1,19.38541666875,310.1666667
0,0.0,0,0.0,2,34.0,0.0,0.05,0.0,0.4,3,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,11.333333333333334,34.0
0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,4,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,17.6,88.0
0,0.0,0,0.0,22,622.25,0.003030303,0.006060606,0.0,0.2,2,5,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,27.054347826086957,622.25
0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,14.826666666666666,222.4
0,0.0,0,0.0,3,80.0,0.066666667,0.133333333,0.0,0.2,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,20.0,80.0
0,0.0,0,0.0,11,800.8333333,0.0,0.003636364,0.0,0.0,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,66.73611110833333,800.8333333
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,3,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,12,265.1666667,0.011111111,0.026111111,0.0,0.2,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,20.3974359,265.1666667
0,0.0,0,0.0,2,29.0,0.0,0.1,0.0,1.0,2,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,9.666666666666666,29.0
0,0.0,0,0.0,4,160.0,0.0,0.075,0.0,0.0,4,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,32.0,160.0
0,0.0,0,0.0,4,135.6666667,0.05,0.025,0.0,0.4,3,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,27.13333334,135.6666667
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,2,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
4,56.0,2,120.0,36,998.7416667,0.0,0.014736467,19.44707913,0.2,2,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,27.319573644186047,1174.7416667
0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,2,6,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,20.8,104.0
2,16.0,0,0.0,16,381.6865079,0.011764706,0.046568627,0.0,0.6,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,20.930868836842105,397.6865079
0,0.0,0,0.0,6,169.0,0.0,0.016666667,0.0,0.4,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,24.142857142857142,169.0
0,0.0,0,0.0,8,400.8,0.05,0.120833333,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,44.53333333333333,400.8
12,279.4166667,0,0.0,42,1553.583333,0.009,0.019666667,38.30849268,0.0,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,33.32727272181818,1832.9999997
0,0.0,0,0.0,14,706.5,0.0,0.007142857,0.0,0.0,2,2,5,4,1,0,0,1,0,0,0,0,0,0,0,0,1,47.1,706.5
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
3,87.83333333,0,0.0,27,798.3333333,0.0,0.012643678,22.9160357,0.8,2,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,28.58602150419355,886.16666663
4,44.0,0,0.0,90,6951.972222,0.002150538,0.015013034,0.0,0.0,4,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,73.6418128631579,6995.972222
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,18,902.0,0.0,0.007407407,0.0,0.0,2,7,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,47.473684210526315,902.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,20,197.3777778,0.025,0.0525,0.0,0.0,2,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.3989418,197.3777778
0,0.0,0,0.0,2,43.0,0.0,0.1,0.0,0.4,2,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,14.333333333333334,43.0
0,0.0,0,0.0,8,426.6666667,0.0,0.0125,0.0,0.0,2,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,47.40740741111111,426.6666667
0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,2,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,33.75,135.0
0,0.0,0,0.0,16,588.3333333,0.0,0.025,0.0,0.0,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,34.60784313529412,588.3333333
10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0.0,2,6,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,66.31932625531915,3117.008334
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,25.333333333333332,76.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,7,208.0,0.0,0.028571429,0.0,0.0,4,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,1,26.0,208.0
0,0.0,0,0.0,4,270.0,0.0,0.016666667,0.0,0.8,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,54.0,270.0
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,5.642857142857143,39.5
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,3,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,28.846153846153847,375.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,7,150.0,0.057142857,0.085714286,0.0,0.0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,18.75,150.0
0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,34.5,138.0
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,4,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,42.1875,337.5
0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,31.001666665,620.0333333
2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,11.380341877777777,204.8461538
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,17.333333333333332,52.0
0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,2,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,46.375,649.25
0,0.0,0,0.0,27,925.3333333,0.003703704,0.025925926,0.0,0.6,4,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,33.04761904642857,925.3333333
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,11.0,33.0
0,0.0,0,0.0,6,1566.5,0.05,0.066666667,0.0,0.2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,223.78571428571428,1566.5
0,0.0,0,0.0,4,105.0,0.0,0.025,0.0,0.6,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,21.0,105.0
0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,2,4,1,7,0,0,0,1,0,0,0,0,0,0,0,0,1,5.555555555555555,50.0
0,0.0,0,0.0,16,644.2,0.004166667,0.031666667,0.0,0.0,3,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,37.89411764705883,644.2
3,18.33333333,0,0.0,38,2635.177778,0.0,0.008947368,0.0,0.4,2,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,63.17883598404763,2653.5111113300004
4,61.0,0,0.0,19,607.0,0.0,0.026984127,17.53595893,1.0,1,1,7,4,1,1,0,1,0,0,0,0,0,0,0,0,1,27.833333333333332,668.0
0,0.0,0,0.0,6,415.0,0.0,0.033333333,0.0,0.4,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,59.285714285714285,415.0
2,31.0,1,16.0,36,2083.530952,0.0,0.01351025,0.0,0.8,2,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,53.2632738,2130.530952
3,58.5,0,0.0,17,281.6666667,0.007058824,0.017647059,0.0,0.0,1,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,16.1984127,340.1666667
0,0.0,0,0.0,2,27.0,0.15,0.15,0.0,0.0,1,1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0,27.0
0,0.0,1,0.0,9,215.0,0.044444444,0.074074074,0.0,0.8,4,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,19.545454545454547,215.0
0,0.0,0,0.0,12,162.0,0.05,0.066666667,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,12.461538461538462,162.0
0,0.0,0,0.0,2,114.0,0.05,0.066666667,0.0,0.8,3,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,38.0,114.0
6,326.25,4,94.0,128,5062.213753,0.000854701,0.01791847,0.0,0.0,2,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,39.4421852733813,5482.463753
0,0.0,0,0.0,4,253.0,0.0,0.016666667,0.0,0.6,2,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,50.6,253.0
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.4,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,1,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
2,22.0,0,0.0,25,436.5,0.008,0.024,0.0,0.2,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16.375,458.5
0,0.0,1,93.0,30,1045.833333,0.012903226,0.035483871,0.0,0.2,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,35.58854165625,1138.833333
0,0.0,0,0.0,12,317.8333333,0.0,0.005555556,0.0,0.0,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,1,24.448717946153845,317.8333333
0,0.0,0,0.0,21,1146.333333,0.0,0.012962963,0.0,0.8,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,52.106060590909095,1146.333333
0,0.0,0,0.0,11,577.0,0.018181818,0.027272727,0.0,0.2,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,48.083333333333336,577.0
0,0.0,0,0.0,8,95.0,0.0,0.075,0.0,0.0,4,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,10.555555555555555,95.0
0,0.0,0,0.0,6,301.5,0.0,0.111111111,0.0,0.0,2,4,9,3,0,0,0,1,0,0,0,0,0,0,0,0,1,43.07142857142857,301.5
0,0.0,0,0.0,6,243.0,0.0,0.033333333,0.0,0.0,2,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,34.714285714285715,243.0
0,0.0,0,0.0,4,135.5,0.0,0.05,0.0,0.6,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,27.1,135.5
0,0.0,2,75.0,14,442.3333333,0.0,0.034375,0.0,0.8,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,30.431372547058828,517.3333333
0,0.0,0,0.0,3,41.0,0.0,0.066666667,0.0,0.0,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,10.25,41.0
0,0.0,0,0.0,11,292.9,0.028,0.11952381,0.0,0.0,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,24.40833333333333,292.9
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,9,1238.333333,0.0,0.040740741,0.0,0.4,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,123.8333333,1238.333333
0,0.0,0,0.0,10,225.4666667,0.0,0.05,0.0,0.4,1,1,8,3,0,0,0,1,0,0,0,0,0,0,0,0,1,20.496969699999998,225.4666667
4,462.0,0,0.0,51,1873.216667,0.0,0.00754717,0.0,0.6,2,2,9,3,0,0,0,1,0,0,0,0,0,0,0,0,1,41.700297625,2335.2166669999997
0,0.0,0,0.0,3,13.0,0.133333333,0.166666667,0.0,0.0,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.25,13.0
0,0.0,0,0.0,2,222.0,0.0,0.1,0.0,0.0,2,6,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,74.0,222.0
2,20.0,0,0.0,16,214.8333333,0.0,0.022222222,0.0,0.0,2,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,12.359649121052632,234.8333333
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,6,2017.166667,0.0,0.011111111,0.0,0.8,2,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,288.1666667142857,2017.166667
6,111.5,0,0.0,26,449.0277778,0.0,0.018518519,0.0,0.6,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,16.985690236363634,560.5277778
0,0.0,0,0.0,6,158.1666667,0.0,0.033333333,0.0,0.0,3,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,22.5952381,158.1666667
0,0.0,0,0.0,9,303.6666667,0.005555556,0.046296296,0.0,0.0,2,4,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,30.36666667,303.6666667
0,0.0,0,0.0,3,25.0,0.0,0.066666667,0.0,0.0,2,4,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,6.25,25.0
0,0.0,0,0.0,2,42.0,0.05,0.15,0.0,0.4,2,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,14.0,42.0
4,103.625,0,0.0,14,1003.416667,0.0,0.018039216,0.0,0.2,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,58.26535089473684,1107.041667
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,7,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,9,272.5,0.0,0.011851852,0.0,0.2,1,1,6,3,0,0,0,1,0,0,0,0,0,0,0,0,1,27.25,272.5
3,19.0,0,0.0,8,344.0,0.0,0.007407407,0.0,0.0,2,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,30.25,363.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,1,19.0,10,852.0,0.0,0.009090909,0.0,0.0,2,2,3,6,0,0,0,1,0,0,0,0,0,0,0,0,1,72.58333333333333,871.0
0,0.0,0,0.0,3,780.0,0.066666667,0.066666667,0.0,0.4,2,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,195.0,780.0
0,0.0,0,0.0,3,1038.0,0.0,0.033333333,0.0,0.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,259.5,1038.0
0,0.0,0,0.0,4,573.0,0.0,0.05,0.0,0.0,2,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,114.6,573.0
0,0.0,0,0.0,28,1231.233333,0.007142857,0.030357143,0.0,0.0,1,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,42.4563218275862,1231.233333
0,0.0,0,0.0,11,316.6666667,0.0,0.027272727,0.0,0.8,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,26.388888891666667,316.6666667
0,0.0,0,0.0,20,873.7365079,0.0075,0.028166667,0.0,0.0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,41.606500376190475,873.7365079
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,2,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,4,16.0,0.1,0.15,0.0,0.0,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.2,16.0
0,0.0,0,0.0,19,615.0,0.0,0.026315789,0.0,0.2,2,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,30.75,615.0
0,0.0,0,0.0,9,261.75,0.0,0.026666667,0.0,0.0,2,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,26.175,261.75
0,0.0,0,0.0,21,615.8831169,0.033333333,0.04993081,0.0,0.0,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,27.994687131818182,615.8831169
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,6,117.5,0.0,0.033333333,0.0,0.8,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,16.785714285714285,117.5
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0
0,0.0,0,0.0,23,501.6666667,0.008695652,0.01884058,0.0,0.6,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,20.902777779166666,501.6666667
2,58.0,2,22.0,31,829.1666667,0.03030303,0.040606061,0.0,0.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,25.254629630555556,909.1666667
1,9.5,0,0.0,23,1223.0,0.015217391,0.012463768,0.0,0.0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,49.3,1232.5
0,0.0,0,0.0,6,467.0,0.0,0.016666667,0.0,0.4,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,66.71428571428571,467.0
0,0.0,0,0.0,23,737.1666667,0.008695652,0.011594203,0.0,0.6,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,30.715277779166666,737.1666667
0,0.0,0,0.0,12,129.0,0.0,0.033333333,0.0,0.0,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,9.923076923076923,129.0
0,0.0,0,0.0,5,63.0,0.0,0.04,0.0,0.0,2,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,10.5,63.0
